StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PQ1,PQ2,PQ3,PQ4,PQ5,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q18,Q14,Q16,Q17,Q52,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q23,Q24,Q25,Q26#1_1,Q26#1_2,Q26#1_3,Q26#1_4,Q26#1_5,Q26#1_6,Q26#1_7,Q27,Q28,Q29,Q30,Q31,Q32,Q33#1_1,Q33#2_1,Q34#1_1,Q34#2_1,Q35#1_1,Q35#2_1,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q38_1,Q39_1,Q40_1,Q54,Q54_1,Q54_2,Q54_3,Q53_1,Q55_1,Q56_1,Q56_2,Q56_4,Q56_10,Q56_6,Q56_12,Q56_8,Q56_11,Q56_13,Q53,id,RandomID
2023-10-12 12:32:33,2023-10-12 13:24:17,IP Address,148.88.245.150,100,3103,True,2023-10-12 13:24:18,R_2ymD6eL9N40iZbj,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Female,184,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,2,A little above the average,A little below average,30000,720,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,85,Several days,Several days,Several days,Several days,Several days,More than half the days,Several days,4.2,2.63,6.3,5 days,7 days,0 days,4 days,3 days,3 days,0 days,70,124,309,,,iPhone,9,15,9,0,,,...,Strongly disagree,Strongly disagree,Strongly disagree,,4,6,0,strongly agree,30,40,15,50,29,8,4,5,6,7,2,1,9,3,in imperial units alongside a metric equivalent?,,441903
2023-10-12 12:32:23,2023-10-12 13:33:07,IP Address,148.88.245.242,100,3643,True,2023-10-12 13:33:08,R_0SuGQgEs3ZCcJI5,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,August,Female,172,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,5,Average,A little above the average,29000,300,Agree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,64,More than half the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,4.83,2.90,5,0 days,0 days,0 days,0 days,7 days,6 days,0 days,,,,,,Android,2,45,,,3,0,..,...,...,..,,4,6,6,strongly agree,37,42,52,26,24,2,5,6,1,7,8,3,9,4,in imperial units alongside a metric equivalent?,,642268
2023-10-12 12:56:05,2023-10-12 13:56:49,IP Address,148.88.245.219,100,3643,True,2023-10-12 13:56:50,R_2fHQMTipxaSok0G,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Male,183,An only child,UK,"South East, England (inc. London)",A-Level Grade B / C,4,A little above the average,Average,25000,250,Disagree,receive £100 for sure,lose £100 for sure,80,Several days,Several days,More than half the days,Not at all,More than half the days,Several days,Several days,5.04,4.50,9.73,7 days,5 days,2 days,1 day,0 days,7 days,3 days,51,38,47,1,66,Android,8,0,,,5,30,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,5,2,4,strongly agree,30,20,15,50,10,3,4,5,6,7,8,1,9,2,in imperial units alongside a metric equivalent?,,663118
2023-10-12 13:58:27,2023-10-12 14:16:45,IP Address,148.88.245.186,100,1098,True,2023-10-12 14:16:46,R_tSxFU8LMnaPz57z,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,169,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,5,Average,Average,40000,225,Disagree,receive £100 for sure,lose £100 for sure,80,Nearly every day,Nearly every day,Nearly every day,More than half the days,More than half the days,Nearly every day,Nearly every day,4.92,3.07,5.32,2 days,7 days,1 day,7 days,7 days,5 days,0 days,3,166,300,0,90,iPhone,8,15,8,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,3,1,8,strongly agree,40,15,40,15,15,5,3,6,4,7,1,8,2,9,in imperial units alongside a metric equivalent?,,412117
2023-10-12 15:22:27,2023-10-12 15:28:27,IP Address,148.88.245.211,100,359,True,2023-10-12 15:28:28,R_0NBEMMD9ytOmWjL,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,178,The oldest of my siblings,Asia,,,8,Average,A little above the average,50000,200,Disagree,receive £100 for sure,lose £100 for sure,60,Several days,Not at all,Not at all,Several days,Not at all,Several days,Several days,10,7,15,0 days,7 days,0 days,0 days,5 days,3 days,0 days,,1000,700,,,iPhone,5,45,5,,,,..,..,..,..,..,3,8,7,strongly agree,69,42,63,81,39,,,,,,,,,,in imperial units alongside a metric equivalent?,,669768
2023-10-12 15:20:27,2023-10-12 15:30:48,IP Address,148.88.245.203,100,620,True,2023-10-12 15:30:49,R_sC2C0EIXEXu1rgZ,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,February,Female,176,The youngest of my siblings,UK,"North East, England",GCSE grade A-C,4,A little above the average,Well above average,20000,120,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,More than half the days,Several days,Several days,Not at all,Not at all,Several days,Several days,6 sec,6 sec,5 sec,4 days,6 days,0 days,7 days,7 days,4 days,0 days,428,1325,804,,,iPhone,7,0,6,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,8,8,strongly agree,72,41,61,31,11,8,1,5,6,2,9,4,3,7,in imperial units alongside a metric equivalent?,,668301
2023-10-12 15:22:41,2023-10-12 15:31:41,IP Address,148.88.245.52,100,539,True,2023-10-12 15:31:42,R_1EZ23p9jepsjfYx,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,152,The youngest of my siblings,UK,"South East, England (inc. London)",A-Level Grade A* / A,10,Average,Average,30000,240,Disagree,receive £100 for sure,lose £100 for sure,65,Nearly every day,More than half the days,More than half the days,Several days,Several days,Not at all,Several days,7,4,7,1 day,7 days,7 days,7 days,7 days,4 days,0 days,30,600,601,9,15,iPhone,9,0,6,30,,,,,,,...,4,3,8,strongly agree,19,9,20,49,9,1,3,4,5,6,2,7,8,9,In imperial units?,,946597
2023-10-12 15:27:05,2023-10-12 15:32:07,IP Address,148.88.245.219,100,302,True,2023-10-12 15:32:08,R_29poG9FhPhVR3pl,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Male,183,An only child,UK,"South East, England (inc. London)",A-Level Grade B / C,4,A little above the average,Average,25000,250,Disagree,receive £100 for sure,lose £100 for sure,80,Several days,More than half the days,Several days,Not at all,Several days,Several days,Several days,5.03,4.50,9.34,7 days,5 days,3 days,1 day,0 days,7 days,1 day,51,37,41,1,66,Android,8,0,,,5,30,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,5,3,4,strongly agree,30,20,15,40,10,3,4,5,6,7,8,1,9,2,in imperial units alongside a metric equivalent?,,877306
2023-10-12 15:20:40,2023-10-12 15:32:29,IP Address,148.88.245.136,100,708,True,2023-10-12 15:32:30,R_1DpyD6xOptTnZGq,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Female,176,The oldest of my siblings,UK,"Midlands, England",Other (not listed),5,Average,Average,40000,68,Strongly disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,Several days,Several days,Several days,Not at all,,More than half the days,Not at all,4.55,3.28,7.17,7 days,7 days,3 days,0 days,7 days,2 days,0 days,100,1194,1812,3,4,iPhone,6,15,4,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,6,6,9,strongly agree,29,17,15,31,2,,,,,,,,,,in imperial units alongside a metric equivalent?,,865073
2023-10-12 15:22:17,2023-10-12 15:33:52,IP Address,148.88.245.117,100,695,True,2023-10-12 15:33:53,R_3Gq9PO20qK6sJSv,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Male,189,The oldest of my siblings,UK,"Midlands, England",GCSE grade A-C,9,Average,A little above the average,30000,537,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,85,More than half the days,Several days,Several days,Several days,Not at all,Not at all,Not at all,3.18,2.56,4.91,0 days,7 days,1 day,7 days,7 days,7 days,0 days,,998,3215,0,0,Android,8,0,,,7,45,...,...,...,Strongly disagree,...,5,9,7,strongly agree,36,36,52,40,11,4,1,5,6,3,7,2,8,9,in imperial units alongside a metric equivalent?,,188492
2023-10-12 15:22:07,2023-10-12 15:33:53,IP Address,148.88.245.212,100,705,True,2023-10-12 15:33:54,R_2vYzBi6aLbQYmpO,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,July,Female,178,An only child,UK,Wales,GCSE grade A-C,15,A little above the average,Well above average,31000,302,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,87,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,5.76,3.25,5.58,4 days,7 days,2 days,7 days,7 days,1 day,0 days,759,2921,1280,3,11,iPhone,9,30,9,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,8,7,2,strongly agree,19,9,48,17,23,3,6,9,8,7,1,2,4,5,in imperial units alongside a metric equivalent?,,414183
2023-10-12 15:21:41,2023-10-12 15:35:15,IP Address,148.88.245.248,100,813,True,2023-10-12 15:35:16,R_3Krvua44AVdNhqk,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,172,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,4,A little below average,Average,20000,325,Strongly disagree,receive £100 for sure,lose £100 for sure,80,More than half the days,More than half the days,Nearly every day,Nearly every day,Several days,Several days,More than half the days,4.87,3.93,7,7 days,7 days,0 days,7 days,7 days,3 days,0 days,131,836,730,,,iPhone,8,30,7,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,5,6,strongly disagreee,36,14,34,34,20,5,1,8,2,7,3,6,4,9,In imperial units?,,428596
2023-10-12 15:20:25,2023-10-12 15:36:03,IP Address,148.88.245.191,100,937,True,2023-10-12 15:36:04,R_24piv5ANmy8gMT2,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,166,The youngest of my siblings,UK,"Midlands, England",GCSE grade A-C,7,Average,Average,30000,700,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,More than half the days,Several days,Nearly every day,Several days,More than half the days,Several days,Not at all,4.1,3.95,8.78,4 days,6 days,0 days,6 days,7 days,2 days,0 days,207,133,193,,,iPhone,6,30,6,45,,,..,..,...,Strongly disagree,...,5,3,7,strongly agree,40,35,28,38,6,2,1,5,9,7,4,3,6,8,in imperial units alongside a metric equivalent?,,723927
2023-10-12 15:20:43,2023-10-12 15:36:23,IP Address,148.88.245.178,100,940,True,2023-10-12 15:36:24,R_XXNgI0AxF7sTOZb,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Female,161,The oldest of my siblings,UK,"North West, England",A-Level Grade B / C,7,A little above the average,Average,30000,250,Strongly agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,More than half the days,More than half the days,5.23,3.48,5.17,0 days,4 days,5 days,7 days,7 days,6 days,3 days,,1013,1083,18,477,iPhone,7,0,6,15,,,Strongly disagree,...,Strongly disagree,Strongly disagree,Strongly agree,3,6,2,strongly agree,40,5,20,30,40,4,3,1,5,2,6,8,7,9,in imperial units alongside a metric equivalent?,,771198
2023-10-12 15:26:33,2023-10-12 15:36:43,IP Address,148.88.245.21,100,610,True,2023-10-12 15:36:44,R_3F4pwgtdoEVIpi9,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Female,161,An only child,UK,"North East, England",A-Level Grade A* / A,2,Average,A little above the average,12000,189,Strongly disagree,receive £100 for sure,lose £100 for sure,89,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,7.07,5.12,11.05,0 days,7 days,1 day,7 days,2 days,5 days,0 days,,80,114,0,9,iPhone,8,30,6,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,6,1,5,strongly agree,22,15,60,45,36,3,1,9,8,4,2,7,6,5,in imperial units alongside a metric equivalent?,,263922
2023-10-12 15:21:41,2023-10-12 15:36:49,IP Address,148.88.245.244,100,908,True,2023-10-12 15:36:50,R_33v5FDyKsbbglvS,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,March,Male,187,The oldest of my siblings,UK,"South East, England (inc. London)",A-Level Grade A* / A,11,Average,Average,40000,750,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,70,Not at all,Not at all,Several days,Several days,Several days,Not at all,Several days,4.3,4.2,8,0 days,2 days,0 days,5 days,6 days,7 days,0 days,,2126,772,,,iPhone,5,15,6,30,,,...,...,...,Strongly agree,Strongly disagree,7,5,1,strongly disagreee,35,32,18,28,8,4,3,9,7,5,1,6,2,8,in imperial units alongside a metric equivalent?,,443041
2023-10-12 15:20:31,2023-10-12 15:37:10,IP Address,148.88.245.9,100,998,True,2023-10-12 15:37:11,R_3Nyekq54Jq3tWCS,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Female,175,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,17,Average,Well above average,24000,700,Agree,receive £100 for sure,lose £100 for sure,60,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5,5,7,5 days,3 days,0 days,7 days,7 days,1 day,0 days,235,253,228,,,iPhone,2,45,2,45,,,...,...,...,...,...,5,2,5,strongly agree,52,64,58,34,24,,,,,,,,,,in imperial units alongside a metric equivalent?,,521320
2023-10-12 15:20:28,2023-10-12 15:37:31,IP Address,148.88.245.13,100,1022,True,2023-10-12 15:37:32,R_1IWXqvsDpFA6C9Z,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Male,185,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,7,Average,Average,25000,500,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,70,Several days,Several days,More than half the days,Nearly every day,Nearly every day,More than half the days,Several days,8,5,11,0 days,2 days,0 days,7 days,3 days,6 days,0 days,,154,214,,,iPhone,5,0,7,15,,,...,...,...,Strongly disagree,,9,7,2,strongly agree,50,25,32,25,5,9,1,7,8,5,2,4,3,6,in imperial units alongside a metric equivalent?,,289842
2023-10-12 15:22:07,2023-10-12 15:37:57,IP Address,148.88.245.205,100,949,True,2023-10-12 15:37:57,R_2X4ppYsnOeOlNCb,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,165,The oldest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,8,A little above the average,A little above the average,25000,360,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,60,Several days,Several days,Several days,Not at all,Not at all,Not at all,Not at all,7.76,6.71,9.89,0 days,7 days,0 days,7 days,7 days,7 days,0 days,,935,852,,,iPhone,5,0,7,15,,,..,Strongly disagree,Strongly disagree,Strongly disagree,,8,8,6,strongly disagreee,25,35,30,30,9,6,3,2,5,7,4,1,8,9,in imperial units alongside a metric equivalent?,,463212
2023-10-12 15:20:29,2023-10-12 15:38:22,IP Address,148.88.245.169,100,1073,True,2023-10-12 15:38:22,R_1FPd5pYQTIVRkTr,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,August,Female,157,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,8,Average,Average,20000,180,Disagree,receive £100 for sure,lose £100 for sure,80,Several days,Several days,More than half the days,Not at all,Not at all,Nearly every day,Not at all,8 seconds,7 seconds,9 seconds,3 days,7 days,0 days,7 days,7 days,1 day,0 days,85,556,515,,,iPhone,6,0,4,15,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2,5,4,strongly agree,5,20,40,25,20,4,1,9,7,8,6,3,2,5,in imperial units alongside a metric equivalent?,,978764
2023-10-12 15:21:29,2023-10-12 15:38:26,IP Address,148.88.245.239,100,1017,True,2023-10-12 15:38:27,R_31Tre35MjY2eILs,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,159,The oldest of my siblings,UK,"Midlands, England",GCSE grade A-C,10,A little below average,Average,40000,700,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,75,More than half the days,More than half the days,More than half the days,Several days,Several days,Not at all,More than half the days,7.07,5.57,8.17,2 days,7 days,0 days,6 days,7 days,7 days,0 days,10,95,348,,,Android,5,15,,,5,45,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5,6,9,strongly agree,33,54,50,20,6,3,1,5,4,6,2,7,8,9,in imperial units alongside a metric equivalent?,,368970
2023-10-12 15:25:16,2023-10-12 15:39:03,IP Address,148.88.245.8,100,826,True,2023-10-12 15:39:04,R_3M6aXgZx58iHaeQ,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,155,The youngest of my siblings,UK,"South East, England (inc. London)",A-Level Grade A* / A,7,A little below average,A little above the average,57760,332,Strongly disagree,receive £100 for sure,lose £100 for sure,60,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,6.8,4.0,7.9,1 day,7 days,0 days,7 days,7 days,7 days,0 days,9,875,1077,,,iPhone,6,30,6,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,6,3,5,agree,30,15,19,9,6,1,2,3,8,5,4,7,6,9,In imperial units?,,995759
2023-10-12 15:20:27,2023-10-12 15:39:06,IP Address,148.88.245.208,100,1118,True,2023-10-12 15:39:07,R_11WSlU8FYzC2Ose,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,172,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,7,Average,Average,40000,180,Strongly agree,receive £100 for sure,lose £100 for sure,75,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,5,4,5,1 day,7 days,0 days,6 days,7 days,4 days,1 day,18,474,370,,,iPhone,6,0,6,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,8,9,5,strongly agree,50,40,27,15,10,7,2,5,9,6,1,3,4,8,in imperial units alongside a metric equivalent?,,789679
2023-10-12 15:20:27,2023-10-12 15:40:01,IP Address,148.88.245.238,100,1173,True,2023-10-12 15:40:02,R_2dYKjYlexyoeF8w,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,May,Female,172,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,15,A little below average,A little above the average,50000,600,Disagree,receive £100 for sure,lose £100 for sure,80,Several days,More than half the days,More than half the days,Not at all,Not at all,Several days,More than half the days,06.89,05.73,09.14,4 days,5 days,0 days,7 days,7 days,1 day,0 days,41,72,175,,,iPhone,7,0,7,15,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,7,1,6,strongly agree,45,40,70,30,35,4,1,5,6,2,7,8,3,9,In imperial units?,,668382
2023-10-12 15:21:22,2023-10-12 15:40:05,IP Address,148.88.245.154,100,1123,True,2023-10-12 15:40:06,R_3HGIFkDt4kAqWNy,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,170,A middle child (I had older and younger siblings),UK,"Midlands, England",GCSE grade A-C,4,Average,Well above average,24000,262,Disagree,receive £100 for sure,lose £100 for sure,80,Nearly every day,Nearly every day,More than half the days,Several days,Several days,More than half the days,Nearly every day,4.00,4.26,7.33,1 day,7 days,1 day,7 days,7 days,5 days,0 days,63,623,353,1,11,iPhone,10,15,11,30,,,..,...,Strongly disagree,Strongly disagree,Strongly agree,7,2,9,strongly agree,35,28,35,35,25,1,4,8,5,6,2,7,3,9,in imperial units alongside a metric equivalent?,,673640
2023-10-12 15:26:11,2023-10-12 15:40:41,IP Address,148.88.245.108,100,869,True,2023-10-12 15:40:42,R_3iOSLPfZvNLby0x,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,20,September,Female,175,The youngest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,15,A little above the average,Average,30000,376,Strongly disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,85,Several days,Not at all,Several days,Several days,Several days,Not at all,Not at all,3.98,2.86,4.63,4 days,7 days,6 days,7 days,7 days,5 days,0 days,230,834,979,41,167,iPhone,4,45,4,0,,,..,Strongly disagree,Strongly disagree,Strongly disagree,...,6,4,6,strongly agree,30,20,30,10,5,9,1,5,4,7,2,6,3,8,In imperial units?,,129065
2023-10-12 15:26:45,2023-10-12 15:41:10,IP Address,148.88.245.73,100,865,True,2023-10-12 15:41:11,R_u8rApAvsduDt0qJ,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Female,140,The youngest of my siblings,Asia,,,10,A little below average,Well below average,30000,250,Strongly disagree,receive £100 for sure,lose £100 for sure,15,,,,,,,,30,15,65,1 day,7 days,0 days,7 days,5 days,7 days,0 days,30,536,618,,,iPhone,5,45,3,30,,,..,..,Strongly disagree,Strongly disagree,,5,3,4,strongly disagreee,17,11,27,30,9,4,1,3,5,6,7,8,2,9,in imperial units alongside a metric equivalent?,,148156
2023-10-12 15:31:48,2023-10-12 15:41:53,IP Address,148.88.245.118,100,604,True,2023-10-12 15:41:54,R_vSIpacOLZpZ2PCx,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,21,June,Male,183,The youngest of my siblings,Asia,,,2,A little above the average,Well below average,50000,300,Disagree,receive £100 for sure,lose £100 for sure,40,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,11.53,8.92,9.00,0 days,0 days,0 days,0 days,0 days,0 days,0 days,,,,,,iPhone,10,30,9,0,,,...,..,Strongly disagree,Strongly disagree,...,8,3,7,strongly agree,30,18,32,41,30,1,2,5,8,9,7,6,3,4,in imperial units alongside a metric equivalent?,,440503
2023-10-12 15:20:32,2023-10-12 15:43:02,IP Address,148.88.245.75,100,1349,True,2023-10-12 15:43:03,R_1kYARy03lDudrqn,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Female,171,The oldest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,5,A little above the average,A little above the average,25000,300,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,100,Nearly every day,More than half the days,Nearly every day,More than half the days,Several days,More than half the days,More than half the days,5.17,5.12,5.65,2 days,4 days,1 day,7 days,7 days,6 days,0 days,106,418,551,10,28,Android,12,45,,,6,15,...,...,...,Strongly disagree,,8,9,9,strongly agree,30,27,40,30,21,2,1,8,7,3,4,9,5,6,in imperial units alongside a metric equivalent?,,899297
2023-10-12 15:23:34,2023-10-12 15:43:09,IP Address,148.88.245.79,100,1175,True,2023-10-12 15:43:10,R_pskltz3S8yRay0V,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,153,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,8,Average,Average,55000,560,Disagree,receive £100 for sure,lose £100 for sure,75,More than half the days,Several days,Several days,Several days,More than half the days,Nearly every day,Not at all,6 seconds,4 seconds,5 seconds,4 days,7 days,2 days,7 days,7 days,1 day,1 day,679,166,250,9,56,iPhone,5,15,4,15,,,,...,...,..,...,2,0,3,strongly agree,40,60,30,25,10,4,3,6,7,8,1,5,2,9,in imperial units alongside a metric equivalent?,,728382
2023-10-12 15:29:10,2023-10-12 15:43:16,IP Address,82.132.244.14,100,845,True,2023-10-12 15:43:16,R_3L0TwHxvoPEVD1y,,,,,52.9538,-1.1571,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,180,A middle child (I had older and younger siblings),Europe (not UK),,,15,Average,Average,30000,132,Agree,receive £100 for sure,lose £100 for sure,80,More than half the days,Several days,More than half the days,More than half the days,More than half the days,Several days,Several days,10,14,15,1 day,7 days,0 days,7 days,7 days,5 days,0 days,25,1100,700,,,iPhone,4,30,4,0,,,...,...,...,...,...,7,1,9,strongly agree,28,52,40,40,8,2,3,5,6,7,1,4,8,9,In imperial units?,,714596
2023-10-12 15:26:39,2023-10-12 15:44:21,IP Address,148.88.245.251,100,1061,True,2023-10-12 15:44:21,R_3MKH4z9hNhau7a4,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Male,170,An only child,UK,"North West, England",GCSE grade A-C,8,Average,Average,30000,876,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,75,More than half the days,Not at all,Several days,Several days,Not at all,Several days,Not at all,6.61,7.37,8.87,2 days,7 days,0 days,7 days,7 days,7 days,1 day,21,81,313,,,iPhone,5,30,6,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,8,7,3,strongly agree,20,15,15,2,1,5,1,9,8,4,2,3,6,7,in imperial units alongside a metric equivalent?,,238892
2023-10-12 15:20:26,2023-10-12 15:52:01,IP Address,148.88.245.165,100,1894,True,2023-10-12 15:52:02,R_ZrySy58eTOhAp6V,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Female,168,The youngest of my siblings,UK,"North West, England",A-Level Grade A* / A,40,Well above average,Well above average,45000,138,Disagree,receive £100 for sure,lose £100 for sure,85,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,5.43,5.9,6.28,2 days,7 days,7 days,7 days,2 days,5 days,0 days,177,1563,203,93,311,iPhone,13,45,8,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,9,9,9,strongly agree,29,11,20,9,12,2,1,7,9,6,4,3,5,8,in imperial units alongside a metric equivalent?,,337643
2023-10-12 12:35:33,2023-10-12 15:54:22,IP Address,148.88.245.219,100,11929,True,2023-10-12 15:54:23,R_1lnNgAGxJSj9HTM,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,July,Female,165,A middle child (I had older and younger siblings),UK,"Midlands, England",GCSE grade A-C,6,Average,Average,27000,130,Disagree,receive £100 for sure,lose £100 for sure,85,More than half the days,Several days,Nearly every day,Several days,Several days,Several days,Several days,11,5,6,0 days,7 days,1 day,7 days,0 days,5 days,0 days,,142,272,0,31,iPhone,5,30,6,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5,6,8,strongly agree,20,10,40,30,9,7,1,6,8,9,5,3,2,4,in imperial units alongside a metric equivalent?,,715182
